x_position,y_position,x_velocity,y_velocity,angle,angular_velocity,left_leg_contact,right_leg_contact,action,reward,done,episode_id
0.00229702,1.4181306,0.2326471,0.3204666,-0.00265488,-0.052698046,0.0,0.0,0,1.1449804,False,0
0.0045939446,1.424763,0.23233262,0.2947628,-0.0052588205,-0.05208295,0.0,0.0,0,1.1880542,False,0
0.0068910597,1.4307963,0.2323407,0.26813322,-0.00786133,-0.05205489,0.0,0.0,0,1.1647744,False,0
0.00918827,1.4362297,0.23234835,0.24146177,-0.010463475,-0.052048136,0.0,0.0,0,1.1219258,False,0
0.011485386,1.4410629,0.23235607,0.21479255,-0.013065246,-0.052040003,0.0,0.0,0,1.0600375,False,0
0.013782692,1.4452963,0.23236378,0.18812372,-0.01566659,-0.052031837,0.0,0.0,1,2.1702747,False,0
0.015983487,1.448931,0.22024731,0.16154589,-0.015836375,-0.0033959665,0.0,0.0,1,2.0913932,False,0
0.01811266,1.4519591,0.21126707,0.13460055,-0.014208768,0.03255534,0.0,0.0,1,2.0201046,False,0
0.020181369,1.4543946,0.20369823,0.108267084,-0.011063707,0.06290673,0.0,0.0,1,2.412582,False,0
0.022166157,1.4562273,0.1931645,0.08148839,-0.005810187,0.10507981,0.0,0.0,0,1.2859801,False,0
0.024150753,1.4574606,0.19314867,0.05481818,-0.00055808824,0.105051756,0.0,0.0,0,0.08004049,False,0
0.026135158,1.458094,0.19313319,0.028147815,0.0046936404,0.105044186,0.0,0.0,0,-0.3271663,False,0
0.028119374,1.4581277,0.19311798,0.0014773416,0.009944596,0.105028436,0.0,0.0,0,-0.63394,False,0
0.030103493,1.4575619,0.1931026,-0.025193227,0.015194721,0.105012044,0.0,0.0,0,-0.9318792,False,0
0.032087516,1.4563965,0.1930873,-0.0518639,0.020444034,0.104995824,0.0,0.0,0,-1.2030979,False,0
0.034071255,1.4546313,0.19307205,-0.07853462,0.025692541,0.10497962,0.0,0.0,0,-1.4359659,False,0
0.0360548,1.4522666,0.19305688,-0.105205454,0.030940253,0.10496348,0.0,0.0,0,-1.6259567,False,0
0.038038254,1.449302,0.19304177,-0.13187641,0.036187142,0.1049474,0.0,0.0,0,-1.774259,False,0
0.040021516,1.4457378,0.19302675,-0.15854746,0.041433256,0.10493143,0.0,0.0,0,-1.8852271,False,0
0.042004682,1.4415739,0.1930118,-0.18521863,0.046678554,0.104915485,0.0,0.0,0,-1.9646074,False,0
0.04398756,1.4368105,0.19299693,-0.21188992,0.05192307,0.10489963,0.0,0.0,0,-2.018008,False,0
0.045970343,1.4314471,0.19298212,-0.23856132,0.0571668,0.10488389,0.0,0.0,0,-2.0505111,False,0
0.04795294,1.4254842,0.19296741,-0.26523283,0.062409736,0.10486814,0.0,0.0,0,-2.0662954,False,0
0.049935438,1.4189215,0.19295278,-0.29190445,0.0676519,0.10485262,0.0,0.0,0,-2.0687957,False,0
0.05191765,1.411759,0.19293822,-0.31857622,0.07289328,0.10483696,0.0,0.0,0,-2.1466928,False,0
0.05390091,1.4039756,0.19302672,-0.34619942,0.07813429,0.10482005,0.0,0.0,0,-2.0436127,False,0
0.055884074,1.3955926,0.19302699,-0.3728684,0.0833753,0.10481988,0.0,0.0,0,-2.0199883,False,0
0.057867147,1.3866098,0.19302727,-0.39953735,0.08861629,0.104819715,0.0,0.0,0,-1.9908926,False,0
0.059850313,1.3770274,0.19302757,-0.4262063,0.093857266,0.104819596,0.0,0.0,0,-1.957356,False,0
0.06183338,1.3668454,0.19302788,-0.45287526,0.099098235,0.10481938,0.0,0.0,0,-1.9201411,False,0
0.06381645,1.3560636,0.19302823,-0.47954425,0.10433919,0.10481908,0.0,0.0,0,-1.8799499,False,0
0.06579952,1.3446825,0.19302857,-0.50621325,0.109580114,0.104818724,0.0,0.0,0,-1.8372221,False,0
0.067782596,1.3327016,0.19302893,-0.53288215,0.11482103,0.10481848,0.0,0.0,0,-1.7924215,False,0
0.069765665,1.3201209,0.19302931,-0.5595511,0.12006195,0.10481825,0.0,0.0,0,-1.7459,False,0
0.07174873,1.3069409,0.19302972,-0.58622,0.12530284,0.10481809,0.0,0.0,0,-1.6978656,False,0
0.073731706,1.293161,0.19303015,-0.612889,0.13054374,0.10481793,0.0,0.0,0,-1.6485934,False,0
0.075714685,1.2787815,0.19303058,-0.6395579,0.13578461,0.1048177,0.0,0.0,0,-1.5982659,False,0
0.07769756,1.2638024,0.19303104,-0.6662268,0.1410255,0.104817554,0.0,0.0,0,-1.5470408,False,0
0.07968044,1.2482237,0.19303152,-0.6928957,0.14626636,0.10481737,0.0,0.0,0,-1.4950469,False,0
0.081663325,1.2320453,0.193032,-0.7195646,0.15150721,0.104817174,0.0,0.0,3,-1.4490116,False,0
0.08372984,1.2152815,0.20353708,-0.74538046,0.15461986,0.06225289,0.0,0.0,0,-1.1692823,False,0
0.08579626,1.1979176,0.20353726,-0.7720479,0.15773252,0.06225284,0.0,0.0,0,-1.1161962,False,0
0.087862775,1.179954,0.20353743,-0.7987154,0.16084518,0.06225281,0.0,0.0,2,5.031143,False,0
0.08984337,1.1628661,0.19461587,-0.759842,0.16429506,0.0689977,0.0,0.0,2,1.752112,False,0
0.091905214,1.1460127,0.20193991,-0.7495191,0.16853638,0.08482607,0.0,0.0,3,-1.2213801,False,0
0.09405251,1.1285878,0.21271753,-0.77466065,0.17055307,0.040334314,0.0,0.0,2,3.2594044,False,0
0.09600534,1.1115232,0.19365506,-0.75861955,0.17218603,0.032659125,0.0,0.0,2,1.202573,False,0
0.09803133,1.0945123,0.20029211,-0.7563047,0.17449813,0.046241608,0.0,0.0,2,3.246779,False,0
0.09983444,1.0778604,0.17850837,-0.7403007,0.17630863,0.03621014,0.0,0.0,2,2.3239453,False,0
0.10156717,1.0614481,0.17133565,-0.7296661,0.17825298,0.038887314,0.0,0.0,2,1.5282595,False,0
0.10334396,1.0451689,0.17514008,-0.723827,0.18079892,0.050918855,0.0,0.0,2,4.240058,False,0
0.10504122,1.0296094,0.16682024,-0.69188225,0.18371536,0.0583287,0.0,0.0,3,-1.2410216,False,0
0.10682134,1.0134717,0.17722628,-0.71733505,0.18449911,0.015675144,0.0,0.0,2,3.6348362,False,0
0.10851602,0.99786645,0.16844039,-0.6936977,0.18553594,0.020736594,0.0,0.0,2,1.3583194,False,0
0.11010523,0.982255,0.15802845,-0.6939534,0.186431,0.017900936,0.0,0.0,2,1.1221079,False,0
0.11162205,0.9666012,0.1508052,-0.695841,0.1873161,0.017701883,0.0,0.0,2,2.6034424,False,0
0.112903595,0.9511661,0.12786767,-0.6860415,0.18760204,0.0057186885,0.0,0.0,0,-1.0750581,False,0
0.11418514,0.93513095,0.12786765,-0.7127081,0.18788798,0.005718668,0.0,0.0,2,1.6347932,False,0
0.11553125,0.9192301,0.13362089,-0.7068323,0.18889102,0.020060865,0.0,0.0,2,3.6603477,False,0
0.11668072,0.9038269,0.11420472,-0.6846779,0.18963617,0.014902907,0.0,0.0,3,-1.0318788,False,0
0.11788893,0.88784295,0.12160371,-0.71029836,0.18885155,-0.015692215,0.0,0.0,2,5.5291605,False,0
0.11889944,0.8727595,0.1018578,-0.67027384,0.18803754,-0.016280046,0.0,0.0,0,-1.0163622,False,0
0.11990996,0.8570761,0.101857804,-0.6969406,0.18722352,-0.016280059,0.0,0.0,0,-0.96023697,False,0
0.120920464,0.8407926,0.101857826,-0.7236073,0.18640952,-0.016280139,0.0,0.0,3,-0.69917595,False,0
0.12201004,0.8239423,0.111837365,-0.74854016,0.18350998,-0.05799067,0.0,0.0,2,3.6018,False,0
0.122891806,0.80747265,0.09145889,-0.73158437,0.18021785,-0.06584263,0.0,0.0,0,-0.6441427,False,0
0.123773575,0.79040307,0.09145913,-0.7582519,0.17692572,-0.06584254,0.0,0.0,2,3.4788618,False,0
0.124368094,0.7736568,0.06354602,-0.7437943,0.17282723,-0.08196974,0.0,0.0,0,-0.5451671,False,0
0.12496261,0.7563109,0.063546374,-0.77046233,0.16872874,-0.08196965,0.0,0.0,0,-0.4881741,False,0
0.12555714,0.7383651,0.06354673,-0.79713035,0.16463028,-0.081969514,0.0,0.0,2,2.039157,False,0
0.12614374,0.7204644,0.062477656,-0.79516506,0.16082248,-0.076156035,0.0,0.0,0,-0.46688193,False,0
0.12673044,0.701964,0.062477946,-0.82183295,0.15701468,-0.076155975,0.0,0.0,2,4.878356,False,0
0.12727976,0.68415755,0.05828383,-0.7910467,0.15366034,-0.06708723,0.0,0.0,2,1.9146098,False,0
0.12791376,0.6664159,0.066064164,-0.7882492,0.1510077,-0.05305283,0.0,0.0,2,2.463185,False,0
0.12830439,0.64879316,0.042496458,-0.7828837,0.14757523,-0.06864932,0.0,0.0,2,3.9593787,False,0
0.12853995,0.6316545,0.027217772,-0.76136345,0.14392543,-0.07299566,0.0,0.0,2,5.184797,False,0
0.12875338,0.6153202,0.024482975,-0.7256726,0.14079592,-0.062590376,0.0,0.0,3,-0.44370478,False,0
0.12906322,0.5984022,0.036583167,-0.7513956,0.13521713,-0.11157583,0.0,0.0,0,-0.40148425,False,0
0.12937307,0.5808845,0.036583703,-0.77806485,0.12963836,-0.11157558,0.0,0.0,2,2.7757378,False,0
0.1297721,0.56358415,0.04477424,-0.76849204,0.12479515,-0.09686447,0.0,0.0,2,2.3057673,False,0
0.12994881,0.5463446,0.023303576,-0.76573926,0.11918471,-0.11220845,0.0,0.0,2,3.5682583,False,0
0.13022594,0.529511,0.03251613,-0.74778104,0.114404924,-0.09559573,0.0,0.0,2,5.528653,False,0
0.13048191,0.5135431,0.029991006,-0.7093566,0.11004485,-0.08720122,0.0,0.0,2,5.3824635,False,0
0.13077374,0.49844858,0.032899942,-0.6705976,0.10634872,-0.07392294,0.0,0.0,0,-0.7852455,False,0
0.13106546,0.48275423,0.03290013,-0.6972654,0.102652565,-0.073922895,0.0,0.0,2,4.758632,False,0
0.13132477,0.467796,0.029374916,-0.66457886,0.099229425,-0.0684628,0.0,0.0,2,2.869935,False,0
0.13137636,0.45312753,0.009304605,-0.65166014,0.095122755,-0.08213359,0.0,0.0,0,-0.7929158,False,0
0.13142805,0.43785933,0.009304808,-0.6783283,0.091016084,-0.08213349,0.0,0.0,2,5.48127,False,0
0.13129434,0.4234789,-0.008786567,-0.63885564,0.08647311,-0.09085958,0.0,0.0,0,-0.77967596,False,0
0.13116074,0.4084988,-0.008786339,-0.6655239,0.08193013,-0.090859435,0.0,0.0,2,1.9051784,False,0
0.13087301,0.39358735,-0.023629278,-0.6624558,0.07684654,-0.1016718,0.0,0.0,2,4.039726,False,0
0.13066253,0.37924147,-0.016554628,-0.6373726,0.07239496,-0.08903168,0.0,0.0,2,2.0338423,False,0
0.13034782,0.3650167,-0.026648575,-0.6319859,0.06762377,-0.095423914,0.0,0.0,2,4.7511253,False,0
0.1301444,0.35154605,-0.016327834,-0.5985181,0.06364862,-0.07950291,0.0,0.0,2,3.253623,False,0
0.12976694,0.3385105,-0.033124357,-0.5791651,0.059073325,-0.091505885,0.0,0.0,0,-0.92138684,False,0
0.12938938,0.32487532,-0.033124194,-0.6058334,0.054498035,-0.091505736,0.0,0.0,2,1.7120813,False,0
0.12905255,0.3113072,-0.02936693,-0.60287505,0.05022254,-0.08550982,0.0,0.0,2,1.6032557,False,0
0.12869605,0.2977908,-0.031329513,-0.6005917,0.04595792,-0.08529223,0.0,0.0,2,4.1964035,False,0
0.1283308,0.28492764,-0.032349866,-0.5715732,0.04183047,-0.08254899,0.0,0.0,2,1.8910309,False,0
0.12805586,0.27220488,-0.023838814,-0.56536186,0.038216084,-0.07228762,0.0,0.0,2,4.148095,False,0
0.12783547,0.26016077,-0.018788321,-0.53521484,0.035005108,-0.06421947,0.0,0.0,2,1.3430763,False,0
0.12746258,0.24817093,-0.03339592,-0.5327948,0.031159906,-0.07690431,0.0,0.0,2,5.022663,False,0
0.12702122,0.23707582,-0.04006176,-0.49303672,0.027142458,-0.08034889,0.0,0.0,1,-1.5610201,False,0
0.12650041,0.22537273,-0.05003541,-0.52009934,0.025125742,-0.040334545,0.0,0.0,2,3.688459,False,0
0.12612525,0.21429506,-0.0362534,-0.49232244,0.023877706,-0.024960507,0.0,0.0,2,1.7943734,False,0
0.12589177,0.20344736,-0.022811463,-0.48211214,0.02334627,-0.010628664,0.0,0.0,2,0.46232963,False,0
0.12566976,0.19255057,-0.021750841,-0.48429435,0.022908106,-0.008763646,0.0,0.0,2,3.182078,False,0
0.1252861,0.18223765,-0.037255175,-0.45833462,0.02180571,-0.022047704,0.0,0.0,2,0.9642309,False,0
0.124863245,0.17199512,-0.04104074,-0.45520607,0.020567138,-0.024771402,0.0,0.0,2,4.7414427,False,0
0.12445412,0.16269094,-0.039812785,-0.4135072,0.01949102,-0.021522535,0.0,0.0,2,4.5222344,False,0
0.124136545,0.15429233,-0.031193133,-0.37326255,0.018928558,-0.011249029,0.0,0.0,1,-2.1736605,False,0
0.12375107,0.14529105,-0.0397062,-0.40007168,0.020071682,0.02286276,0.0,0.0,2,-0.06780455,False,0
0.12321587,0.1362284,-0.05400928,-0.40279105,0.02055589,0.00968417,0.0,0.0,2,3.8572073,False,0
0.122769736,0.1279629,-0.0456097,-0.36737087,0.021541059,0.019703235,0.0,0.0,2,0.9455817,False,0
0.122323796,0.11986586,-0.045644168,-0.35988522,0.022578359,0.020745922,0.0,0.0,2,2.692685,False,0
0.1219944,0.11233285,-0.034616973,-0.33482644,0.024236128,0.03315548,0.0,0.0,2,2.4377787,False,0
